GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	label
GO:0001655	5.02105369817519e-05	4.40504201680672	3.02381391914344	12	182	urogenital system development	D11-FPP2
GO:0001764	0.000897546787916828	4.34637904468413	2.00772555872344	8	118	neuron migration	D11-FPP2
GO:0033002	0.000897546787916828	4.34637904468413	2.00772555872344	8	118	muscle cell proliferation	D11-FPP2
GO:0071383	0.000225602978602431	4.33669064748201	2.53517888347282	10	149	cellular response to steroid hormone stimulus	D11-FPP2
GO:0061448	0.000317514762852447	4.14218866737446	2.64460603829161	10	157	connective tissue development	D11-FPP2
GO:1905475	0.00074094296306423	4.02756105834464	2.43309114319875	9	143	regulation of protein localization to membrane	D11-FPP2
GO:0050770	0.00081855802845023	3.96758021390374	2.46712038995677	9	145	regulation of axonogenesis	D11-FPP2
GO:0050768	0.000943136001255046	3.56623147014824	3.03836930455636	10	182	negative regulation of neurogenesis	D11-FPP2
GO:0051496	3.02510237134159e-05	7.79920052059124	1.2733376253104	8	39	positive regulation of stress fiber assembly	D11-FPP3
GO:0072171	0.000232599209164724	6.59141522988506	1.2733376253104	7	39	mesonephric tubule morphogenesis	D11-FPP3
GO:0072163	7.087211445089e-06	6.19638242894057	2.12222937551734	11	65	mesonephric epithelium development	D11-FPP3
GO:0033077	0.000503765677208205	5.6979652065859	1.43658603881174	7	44	T cell differentiation in thymus	D11-FPP3
GO:0048706	5.01703745429985e-05	5.41511387163561	2.1548790582176	10	66	embryonic skeletal system development	D11-FPP3
GO:0045685	0.000665365644716109	5.40473032714412	1.50188540421227	7	46	regulation of glial cell differentiation	D11-FPP3
GO:2000106	0.000665365644716109	5.40473032714412	1.50188540421227	7	46	regulation of leukocyte apoptotic process	D11-FPP3
GO:0061333	0.000760259820701679	5.2691091954023	1.53453508691254	7	47	renal tubule morphogenesis	D11-FPP3
GO:0001657	0.000141482918117485	5.26526162790698	1.98095676172953	9	61	ureteric bud development	D11-FPP3
GO:0032231	7.412972149578e-05	5.13829525915009	2.2528281063184	10	69	regulation of actin filament bundle assembly	D11-FPP3
GO:0060993	0.000167496043796986	5.13605627658414	2.02428032741654	9	62	kidney morphogenesis	D11-FPP3
GO:0042060	5.83825902282829e-05	4.78179736205946	2.63263582621751	11	84	wound healing	D11-FPP3
GO:0030038	0.000211461793603355	4.45439045183291	2.5466752506208	10	78	contractile actin filament bundle assembly	D11-FPP3
GO:0110020	0.000475147560933295	4.38672384859221	2.31812747171894	9	71	regulation of actomyosin structure organization	D11-FPP3
GO:0003205	1.08180974855236e-05	4.25245098039216	4.01591097213281	15	123	cardiac chamber development	D11-FPP3
GO:0010951	2.64107569201225e-05	4.15141075648436	3.82001287593121	14	117	negative regulation of endopeptidase activity	D11-FPP3
GO:0048565	0.000714724519119144	4.11928533893852	2.44872620252	9	75	digestive tract development	D11-FPP3
GO:0003007	4.44422113341866e-06	4.11044776119403	4.70501474926254	17	145	heart morphogenesis	D11-FPP3
GO:0048736	6.06994491254212e-05	3.81451612903226	4.11386002023361	14	126	appendage development	D11-FPP3
GO:0033002	0.000120946207451217	3.76967418546366	3.85266255863147	13	118	muscle cell proliferation	D11-FPP3
GO:0061572	0.000365175186307458	3.53760366837442	3.75471351053067	12	115	actin filament bundle organization	D11-FPP3
GO:0071773	0.00066755129651456	3.50835373317013	3.46086636622827	11	106	cellular response to BMP stimulus	D11-FPP3
GO:0060560	0.000109488486170555	3.40237657563025	4.88398451898268	15	151	developmental growth involved in morphogenesis	D11-FPP3
GO:0021953	0.000626832629815631	3.31025708984893	3.98326128943254	12	122	central nervous system neuron differentiation	D11-FPP3
GO:0010721	0.000195183831535303	3.21063564603241	5.1426454242312	15	160	negative regulation of cell development	D11-FPP3
GO:0048588	0.000283725065351823	3.09121621621622	5.32189828014347	15	163	developmental cell growth	D11-FPP3
GO:1902275	0.00061779363925937	2.97869286139081	5.12600018394187	14	157	regulation of chromatin organization	D11-FPP3
GO:0045861	0.000475135384690122	2.92971849612696	5.58270330075604	15	173	negative regulation of proteolysis	D11-FPP3
GO:0048812	0.000994334522683693	2.82293794816328	5.37817355058734	14	171	neuron projection morphogenesis	D11-FPP3
GO:0021537	0.00072990422753638	2.79991701544234	5.81618188512518	15	179	telencephalon development	D11-FPP3
GO:0006413	0.000766926371507315	2.7853299856528	5.84429320334774	15	179	translational initiation	D11-FPP3
GO:0040013	0.000811142690802467	2.66550606895885	6.49728685735308	16	199	negative regulation of locomotion	D11-FPP3
GO:0032272	8.8944160531633e-06	10.9690615835777	0.746987951807229	7	62	negative regulation of protein polymerization	D11-proFPP1
GO:0009611	1.76436610686744e-05	9.75885668276973	0.826633878747754	7	76	response to wounding	D11-proFPP1
GO:0031960	1.42736478510735e-05	8.25241966705381	1.10843373493976	8	92	response to corticosteroid	D11-proFPP1
GO:0032355	6.08964939713684e-05	7.92253820033956	1	7	83	response to estradiol	D11-proFPP1
GO:1902904	4.66029124773935e-05	6.90667099496835	1.30370779280523	8	109	negative regulation of supramolecular fiber organization	D11-proFPP1
GO:0050670	0.000210879086382757	6.39464653397392	1.21686746987952	7	101	regulation of lymphocyte proliferation	D11-proFPP1
GO:0051494	0.000103071163728632	6.11785020505072	1.4578313253012	8	121	negative regulation of cytoskeleton organization	D11-proFPP1
GO:0090287	3.68026429652854e-06	5.85095576692215	2.33734939759036	12	194	regulation of cellular response to growth factor stimulus	D11-proFPP1
GO:0030278	0.000161128908611315	5.70906403278909	1.55421686746988	8	129	regulation of ossification	D11-proFPP1
GO:0051651	0.000188884593261714	5.56936795174403	1.59036144578313	8	132	maintenance of location in cell	D11-proFPP1
GO:0045785	0.000115248829427468	5.27676181980375	1.89411764705882	9	161	positive regulation of cell adhesion	D11-proFPP1
GO:0071241	0.000326377581302082	5.1102679915688	1.72289156626506	8	143	cellular response to inorganic substance	D11-proFPP1
GO:0090092	0.000341919350076865	5.07318241705593	1.73489314664702	8	146	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	D11-proFPP1
GO:0048736	0.000807589719443741	5.03937381404175	1.51807228915663	7	126	appendage development	D11-proFPP1
GO:0110053	0.000838027930017288	5.00664136622391	1.52776749352092	7	131	regulation of actin filament organization	D11-proFPP1
GO:0071383	0.00043047131813788	4.89004209191028	1.79518072289157	8	149	cellular response to steroid hormone stimulus	D11-proFPP1
GO:0007596	0.000534927735131429	4.72325217779763	1.8547465437788	8	156	blood coagulation	D11-proFPP1
GO:1903034	2.2258196378908e-05	7.7195652173913	1.17722799595328	8	100	regulation of response to wounding	D11-ProSertlike
GO:0031960	0.000101561760384562	7.25522605736509	1.08304975627702	7	92	response to corticosteroid	D11-ProSertlike
GO:0010951	6.9034151555503e-05	6.50519877675841	1.37735675526534	8	117	negative regulation of endopeptidase activity	D11-ProSertlike
GO:0090090	6.72175607780975e-05	5.68782406579653	1.76584199392992	9	150	negative regulation of canonical Wnt signaling pathway	D11-ProSertlike
GO:0006413	0.000258043792378807	4.70464656450816	2.10723811275637	9	179	translational initiation	D11-ProSertlike
GO:0007223	2.79367840411496e-06	11.3236559139785	0.935896256782857	8	32	Wnt signaling pathway, calcium modulating pathway	D11-Sertlike
GO:0009611	6.49597018163845e-05	5.84290798169802	1.78469986744935	9	65	response to wounding	D11-Sertlike
GO:0150116	0.000180128157744271	5.76966369251887	1.60857169134553	8	55	regulation of cell-substrate junction organization	D11-Sertlike
GO:0120193	0.000656468269945862	5.37686349020754	1.49158465924768	7	51	tight junction organization	D11-Sertlike
GO:0031960	1.41839541075093e-05	5.13480392156863	2.69070173825071	12	92	response to corticosteroid	D11-Sertlike
GO:0007044	0.00035559231770456	4.5593392261991	2.22275360985928	9	76	cell-substrate junction assembly	D11-Sertlike
GO:0032231	0.000868146169815227	4.43955579058699	2.01802630368803	8	69	regulation of actin filament bundle assembly	D11-Sertlike
GO:0071773	5.96882685077322e-05	4.36420525657071	3.10015635059321	12	106	cellular response to BMP stimulus	D11-Sertlike
GO:0032355	0.000686213761897398	4.12529519811073	2.42748091603053	9	83	response to estradiol	D11-Sertlike
GO:0001890	0.000263398299379329	3.94513972226984	3.10015635059321	11	106	placenta development	D11-Sertlike
GO:0010951	0.000156039468333578	3.90289449112979	3.42187068886232	12	117	negative regulation of endopeptidase activity	D11-Sertlike
GO:0001101	0.000570217514920045	3.86179161747344	2.8661822863975	10	98	response to acid chemical	D11-Sertlike
GO:0001666	0.000880524490143943	3.62999471923957	3.02799813345777	10	105	response to hypoxia	D11-Sertlike
GO:0007160	0.000198262591352711	3.55645901639344	4.03605260737607	13	138	cell-matrix adhesion	D11-Sertlike
GO:0040013	2.1196926588014e-05	3.43889502762431	5.82010484686839	18	199	negative regulation of locomotion	D11-Sertlike
GO:0042593	0.000247606967109382	3.28330028839221	4.67948128391428	14	160	glucose homeostasis	D11-Sertlike
GO:0061448	0.000362063205608119	3.15187846260388	4.85496183206107	14	166	connective tissue development	D11-Sertlike
GO:0048592	3.09476198370672e-05	5.60480693459417	1.99931542016088	10	118	eye morphogenesis	D30-proFPP1
GO:0010951	0.000224821216996431	4.79351032448378	2.06708882423413	9	122	negative regulation of endopeptidase activity	D30-proFPP1
GO:0060041	0.000519403084839982	4.7470557582074	1.84682526099606	8	109	retina development in camera-type eye	D30-proFPP1
GO:0051651	0.00022028035077752	4.34295117097811	2.52455930172856	10	149	maintenance of location in cell	D30-proFPP1
GO:0048736	0.000531238800095059	4.22619047619048	2.32123908950881	9	137	appendage development	D30-proFPP1
GO:0030278	0.000560128222967481	4.19306016980436	2.33818244052713	9	138	regulation of ossification	D30-proFPP1
GO:0001764	0.000724574147594041	4.03482587064677	2.42289919561869	9	143	neuron migration	D30-proFPP1
GO:0008544	0.000138182954278799	3.92022199098162	3.35478350162588	12	198	epidermis development	D30-proFPP1
GO:0030336	0.000463854692912518	3.63387978142076	3.28701009755263	11	194	negative regulation of cell migration	D30-proFPP1
GO:0014015	3.24012988166252e-05	9.02247681396618	0.920456424673392	7	46	positive regulation of gliogenesis	D52-Astro
GO:0045685	3.24012988166252e-05	9.02247681396618	0.920456424673392	7	46	regulation of glial cell differentiation	D52-Astro
GO:0006721	0.000335760071896088	5.95391272989542	1.32065487018356	7	66	terpenoid metabolic process	D52-Astro
GO:0022612	9.88163690466721e-05	5.41140404659718	1.86092277162229	9	93	gland morphogenesis	D52-Astro
GO:0007584	2.02916380436954e-05	5.32743764172336	2.32115098395899	11	116	response to nutrient	D52-Astro
GO:0008366	5.48732392382405e-05	5.22351581940988	2.14106168347941	10	107	axon ensheathment	D52-Astro
GO:0001764	4.88457357027628e-06	5.19964519650655	2.8213990408467	13	141	neuron migration	D52-Astro
GO:0016525	0.000860891462406399	5.0136170212766	1.54076401521416	7	77	negative regulation of angiogenesis	D52-Astro
GO:1901343	0.000400415891928887	4.96823889416482	1.78088308252026	8	89	negative regulation of vasculature development	D52-Astro
GO:0001101	8.10008925172845e-05	4.96534820824882	2.24111129485695	10	112	response to acid chemical	D52-Astro
GO:0030278	3.15451082291902e-05	4.63241106719368	2.88142880767323	12	144	regulation of ossification	D52-Astro
GO:0009612	9.45602497041966e-05	4.43159486016629	2.74135935174467	11	137	response to mechanical stimulus	D52-Astro
GO:0010951	0.000107739213506539	4.36160714285714	2.78137919629568	11	139	negative regulation of endopeptidase activity	D52-Astro
GO:0001890	0.000463188562530005	4.32139791538933	2.28113113940797	9	114	placenta development	D52-Astro
GO:0048771	0.00099562124324034	4.27641389343517	2.04101207210187	8	102	tissue remodeling	D52-Astro
GO:0061061	1.78911971379424e-05	4.25691783737761	3.65449628127113	14	188	muscle structure development	D52-Astro
GO:0002064	0.000411848244860352	3.69000315357931	3.24160740863238	11	162	epithelial cell development	D52-Astro
GO:0071560	0.000183233023352604	3.56054843405174	3.98197453282619	13	199	cellular response to transforming growth factor beta stimulus	D52-Astro
